Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
14,1997,,Ricardo Jordan,27,1,2,0.333,5.33,22,0,4,0,0,0,27.0,31,17,16,1,15,2,19,2,0,0,123,78,4.07,1.704,10.3,0.3,5.0,6.3,1.27,Left,No
15,1997,,Mel Rojas,30,0,2,0.0,5.13,23,0,12,0,0,2,26.1,24,17,15,4,6,1,32,2,0,1,111,81,3.56,1.139,8.2,1.4,2.1,10.9,5.33,Right,No
16,1997,,Barry Manuel,31,0,1,0.0,5.26,19,0,6,0,0,0,25.2,35,18,15,6,13,1,21,1,1,0,123,79,6.15,1.87,12.3,2.1,4.6,7.4,1.62,Right,No
17,1997,,Pete Harnisch,30,0,1,0.0,8.06,6,5,0,0,0,0,25.2,35,24,23,5,11,1,12,1,0,1,121,51,6.11,1.792,12.3,1.8,3.9,4.2,1.09,Right,No
18,1997,,Turk Wendell,30,0,0,0.0,4.96,13,0,3,0,0,1,16.1,15,10,9,3,14,1,10,1,0,0,76,84,7.03,1.776,8.3,1.7,7.7,5.5,0.71,Right,No
19,1997,,Toby Borland,28,0,1,0.0,6.08,13,0,5,0,0,1,13.1,11,9,9,1,14,0,7,1,0,3,65,69,6.41,1.875,7.4,0.7,9.5,4.7,0.5,Right,No
20,1997,,Ricky Trlicek,28,0,0,0.0,8.0,9,0,4,0,0,0,9.0,10,9,8,2,5,0,4,0,0,2,39,53,6.78,1.667,10.0,2.0,5.0,4.0,0.8,Right,No
21,1997,,Yorkis Perez,29,0,1,0.0,8.31,9,0,1,0,0,0,8.2,15,8,8,2,4,0,7,0,0,1,45,51,5.88,2.192,15.6,2.1,4.2,7.3,1.75,Left,No
1,1996,SP,Mark Clark,28,14,11,0.56,3.43,32,32,0,2,0,0,212.1,217,98,81,20,48,8,142,3,2,6,883,117,3.78,1.248,9.2,0.8,2.0,6.0,2.96,Right,No
2,1996,SP,Bobby Jones,26,12,8,0.6,4.42,31,31,0,3,1,0,195.2,219,102,96,26,46,6,116,3,0,2,826,91,4.47,1.354,10.1,1.2,2.1,5.3,2.52,Right,No
3,1996,SP,Pete Harnisch,29,8,12,0.4,4.21,31,31,0,2,1,0,194.2,195,103,91,30,61,5,114,7,3,7,839,96,5.05,1.315,9.0,1.4,2.8,5.3,1.87,Right,No
4,1996,SP,Jason Isringhausen,23,6,14,0.3,4.77,27,27,0,2,1,0,171.2,190,103,91,13,73,5,114,8,0,14,766,84,4.24,1.532,10.0,0.7,3.8,6.0,1.56,Right,No
5,1996,SP,Paul Wilson,23,5,12,0.294,5.38,26,26,0,1,0,0,149.0,157,102,89,15,71,11,109,10,3,3,677,75,4.65,1.53,9.5,0.9,4.3,6.6,1.54,Right,No
6,1996,CL,John Franco,35,4,3,0.571,1.83,51,0,44,0,0,28,54.0,54,15,11,2,21,0,48,0,0,2,235,220,3.04,1.389,9.0,0.3,3.5,8.0,2.29,Left,No
7,1996,RP,Dave Mlicki,28,6,7,0.462,3.3,51,2,16,0,0,1,90.0,95,46,33,9,33,8,83,6,0,7,393,122,3.93,1.422,9.5,0.9,3.3,8.3,2.52,Right,No
8,1996,RP,Jerry Dipoto,28,7,2,0.778,4.19,57,0,21,0,0,0,77.1,91,44,36,5,45,8,52,3,3,3,364,96,4.53,1.759,10.6,0.6,5.2,6.1,1.16,Right,No
9,1996,RP,Doug Henry,32,2,8,0.2,4.68,58,0,33,0,0,9,75.0,82,48,39,7,36,6,58,1,1,6,343,86,4.32,1.573,9.8,0.8,4.3,7.0,1.61,Right,No
10,1996,RP,Paul Byrd,25,1,2,0.333,4.24,38,0,14,0,0,0,46.2,48,22,22,7,21,4,31,0,0,3,204,95,5.14,1.479,9.3,1.4,4.1,6.0,1.48,Right,No
11,1996,,Robert Person,26,4,5,0.444,4.52,27,13,1,0,0,0,89.2,86,50,45,16,35,3,76,2,0,3,390,89,5.03,1.349,8.6,1.6,3.5,7.6,2.17,Right,No
12,1996,,Blas Minor,30,0,0,0.0,3.51,17,0,4,0,0,0,25.2,23,11,10,4,6,2,20,0,0,1,104,116,4.34,1.13,8.1,1.4,2.1,7.0,3.33,Right,No
13,1996,,Derek Wallace,24,2,3,0.4,4.01,19,0,11,0,0,3,24.2,29,12,11,2,14,2,15,0,0,2,115,102,4.71,1.743,10.6,0.7,5.1,5.5,1.07,Right,No
14,1996,,Bob MacDonald,31,0,2,0.0,4.26,20,0,6,0,0,0,19.0,16,10,9,2,9,0,12,0,0,1,79,96,4.7,1.316,7.6,0.9,4.3,5.7,1.33,Left,No
15,1996,,Pedro Martinez,27,0,0,0.0,6.43,5,0,0,0,0,0,7.0,8,7,5,1,7,4,6,0,0,0,36,66,6.31,2.143,10.3,1.3,9.0,7.7,0.86,Left,No
16,1996,,Ricky Trlicek,27,0,1,0.0,3.38,5,0,2,0,0,0,5.1,3,2,2,0,3,1,3,1,0,0,20,127,4.3,1.125,5.1,0.0,5.1,5.1,1.0,Right,No
17,1996,,Mike Fyhrie,26,0,1,0.0,15.43,2,0,0,0,0,0,2.1,4,4,4,0,3,0,0,0,0,0,14,30,7.03,3.0,15.4,0.0,11.6,0.0,0.0,Right,No
1,1995,SP,Bobby Jones,25,10,10,0.5,4.19,30,30,0,3,1,0,195.2,209,107,91,20,53,6,127,7,1,2,839,96,4.05,1.339,9.6,0.9,2.4,5.8,2.4,Right,No
2,1995,SP,Dave Mlicki,27,9,7,0.563,4.26,29,25,1,0,0,0,160.2,160,82,76,23,54,2,123,4,1,5,696,95,4.52,1.332,9.0,1.3,3.0,6.9,2.28,Right,No
3,1995,SP,Bill Pulsipher,21,5,7,0.417,3.98,17,17,0,2,0,0,126.2,122,58,56,11,45,0,81,4,1,2,530,101,4.11,1.318,8.7,0.8,3.2,5.8,1.8,Left,No
4,1995,SP,Pete Harnisch,28,2,8,0.2,3.68,18,18,0,0,0,0,110.0,111,55,45,13,24,4,82,3,1,0,462,109,3.88,1.227,9.1,1.1,2.0,6.7,3.42,Right,No
5,1995,SP,Bret Saberhagen,31,5,5,0.5,3.35,16,16,0,3,0,0,110.0,105,45,41,13,20,2,71,5,0,2,452,120,4.03,1.136,8.6,1.1,1.6,5.8,3.55,Right,No
6,1995,SP,Jason Isringhausen,22,9,2,0.818,2.81,14,14,0,1,0,0,93.0,88,29,29,6,31,2,55,2,1,4,385,144,3.82,1.28,8.5,0.6,3.0,5.3,1.77,Right,No
7,1995,CL,John Franco,34,5,3,0.625,2.44,48,0,41,0,0,29,51.2,48,17,14,4,17,2,41,0,0,0,213,166,3.51,1.258,8.4,0.7,3.0,7.1,2.41,Left,No
8,1995,RP,Jerry Dipoto,27,4,6,0.4,3.78,58,0,26,0,0,2,78.2,77,41,33,2,29,8,49,4,1,3,330,107,3.45,1.347,8.8,0.2,3.3,5.6,1.69,Right,No
9,1995,RP,Doug Henry,31,3,6,0.333,2.96,51,0,20,0,0,4,67.0,48,23,22,7,25,6,62,1,1,6,273,137,3.77,1.09,6.4,0.9,3.4,8.3,2.48,Right,No
10,1995,RP,Blas Minor,29,4,2,0.667,3.66,35,0,10,0,0,1,46.2,44,21,19,6,13,1,43,1,0,3,192,111,3.83,1.221,8.5,1.2,2.5,8.3,3.31,Right,No
11,1995,RP,Eric Gunderson,29,1,1,0.5,3.7,30,0,7,0,0,0,24.1,25,10,10,2,8,3,19,1,0,1,103,110,3.72,1.356,9.2,0.7,3.0,7.0,2.38,Left,No
12,1995,,Reid Cornelius,25,3,7,0.3,5.15,10,10,0,0,0,0,57.2,64,36,33,8,25,5,35,1,1,1,258,79,5.05,1.543,10.0,1.2,3.9,5.5,1.4,Right,No
13,1995,,Mike Birkbeck,34,0,1,0.0,1.63,4,4,0,0,0,0,27.2,22,5,5,2,2,0,14,0,1,3,104,250,3.25,0.867,7.2,0.7,0.7,4.6,7.0,Right,No
14,1995,,Dave Telgheder,28,1,2,0.333,5.61,7,4,2,0,0,0,25.2,34,18,16,4,7,3,16,0,1,0,118,73,4.7,1.597,11.9,1.4,2.5,5.6,2.29,Right,No
15,1995,,Paul Byrd,24,2,0,1.0,2.05,17,0,6,0,0,0,22.0,18,6,5,1,7,1,26,1,2,1,91,200,2.42,1.136,7.4,0.4,2.9,10.6,3.71,Right,No
16,1995,,Jason Jacome,24,0,4,0.0,10.29,5,5,0,0,0,0,21.0,33,24,24,3,15,0,11,1,0,1,110,40,6.2,2.286,14.1,1.3,6.4,4.7,0.73,Left,No
17,1995,,Pete Walker,26,1,0,1.0,4.58,13,0,10,0,0,0,17.2,24,9,9,3,5,0,5,0,0,0,79,89,5.59,1.642,12.2,1.5,2.5,2.5,1.0,Right,No
18,1995,,Josias Manzanillo,27,1,2,0.333,7.88,12,0,4,0,0,0,16.0,18,15,14,3,6,2,14,0,0,5,73,52,4.92,1.5,10.1,1.7,3.4,7.9,2.33,Right,No
19,1995,,Robert Person,25,1,0,1.0,0.75,3,1,0,0,0,0,12.0,5,1,1,1,2,0,10,0,0,0,44,553,3.02,0.583,3.8,0.8,1.5,7.5,5.0,Right,No
20,1995,,Don Florence,28,3,0,1.0,1.5,14,0,3,0,0,0,12.0,17,3,2,0,6,0,5,0,0,0,57,276,3.77,1.917,12.8,0.0,4.5,3.8,0.83,Left,No
21,1995,,Kevin Lomon,23,0,1,0.0,6.75,6,0,1,0,0,0,9.1,17,8,7,0,5,1,6,0,0,0,47,62,3.42,2.357,16.4,0.0,4.8,5.8,1.2,Right,No
22,1995,,Mike Remlinger,29,0,1,0.0,6.35,5,0,4,0,0,0,5.2,7,5,4,1,2,0,6,0,0,0,27,67,4.34,1.588,11.1,1.6,3.2,9.5,3.0,Left,No
1,1994,SP,Bret Saberhagen,30,14,4,0.778,2.74,24,24,0,4,0,0,177.1,169,58,54,13,13,0,143,4,0,0,696,153,2.76,1.026,8.6,0.7,0.7,7.3,11.0,Right,No
2,1994,SP,Bobby Jones,24,12,7,0.632,3.15,24,24,0,1,1,0,160.0,157,75,56,10,56,9,80,4,3,1,685,133,4.07,1.331,8.8,0.6,3.2,4.5,1.43,Right,No
3,1994,SP,Pete Smith,28,4,10,0.286,5.55,21,21,0,1,0,0,131.1,145,83,81,25,42,4,62,2,1,3,565,75,5.67,1.424,9.9,1.7,2.9,4.2,1.48,Right,No
4,1994,SP,Mike Remlinger,28,1,5,0.167,4.61,10,9,0,0,0,0,54.2,55,30,28,9,35,4,33,1,0,3,252,91,6.04,1.646,9.1,1.5,5.8,5.4,0.94,Left,No
5,1994,SP,Jason Jacome,23,4,3,0.571,2.67,8,8,0,1,1,0,54.0,54,17,16,3,17,2,30,0,0,2,222,158,3.69,1.315,9.0,0.5,2.8,5.0,1.76,Left,No
6,1994,CL,John Franco,33,1,4,0.2,2.7,47,0,43,0,0,30,50.0,47,20,15,2,19,0,42,1,0,1,216,156,3.17,1.32,8.5,0.4,3.4,7.6,2.21,Left,No
7,1994,RP,Roger Mason,36,2,4,0.333,3.51,41,0,11,0,0,1,51.1,44,23,20,6,20,4,26,2,0,0,215,120,4.92,1.247,7.7,1.1,3.5,4.6,1.3,Right,No
8,1994,RP,Doug Linton,29,6,2,0.75,4.47,32,3,8,0,0,0,50.1,74,27,25,4,20,3,29,0,0,2,241,94,4.2,1.868,13.2,0.7,3.6,5.2,1.45,Right,No
9,1994,RP,Josias Manzanillo,26,3,2,0.6,2.66,37,0,14,0,0,2,47.1,34,15,14,4,13,2,48,3,0,2,186,158,3.22,0.993,6.5,0.8,2.5,9.1,3.69,Right,No
10,1994,RP,Mike Maddux,32,2,1,0.667,5.11,27,0,12,0,0,2,44.0,45,25,25,7,13,4,32,0,0,2,186,82,4.63,1.318,9.2,1.4,2.7,6.5,2.46,Right,No
11,1994,,Mauro Gozzo,28,3,5,0.375,4.83,23,8,5,0,0,0,69.0,86,48,37,5,28,10,33,1,0,5,323,87,4.38,1.652,11.2,0.7,3.7,4.3,1.18,Right,No
12,1994,,Dwight Gooden,29,3,4,0.429,6.31,7,7,0,0,0,0,41.1,46,32,29,9,15,1,40,1,0,2,182,67,5.19,1.476,10.0,2.0,3.3,8.7,2.67,Right,No
13,1994,,Eric Hillman,28,0,3,0.0,7.79,11,6,0,0,0,0,34.2,45,30,30,9,11,3,20,2,1,1,156,54,6.48,1.615,11.7,2.3,2.9,5.2,1.82,Left,No
14,1994,,Frank Seminara,27,0,2,0.0,5.82,10,1,5,0,0,0,17.0,20,12,11,2,8,0,7,0,1,1,75,73,5.25,1.647,10.6,1.1,4.2,3.7,0.88,Right,No
15,1994,,Juan Castillo,24,0,0,0.0,6.94,2,2,0,0,0,0,11.2,17,9,9,2,5,0,1,0,0,0,54,62,6.47,1.886,13.1,1.5,3.9,0.8,0.2,Right,No
16,1994,,Jonathan Hurst,27,0,1,0.0,12.6,7,0,5,0,0,0,10.0,15,14,14,5,5,0,6,0,0,1,50,34,9.93,2.0,13.5,4.5,4.5,5.4,1.2,Right,No
17,1994,,Dave Telgheder,27,0,1,0.0,7.2,6,0,0,0,0,0,10.0,11,8,8,2,8,2,4,0,0,0,48,60,7.33,1.9,9.9,1.8,7.2,3.6,0.5,Right,No
18,1994,,Eric Gunderson,28,0,0,0.0,0.0,14,0,3,0,0,0,9.0,5,0,0,0,4,0,4,0,0,0,31,0,3.58,1.0,5.0,0.0,4.0,4.0,1.0,Left,No
1,1993,SP,Dwight Gooden,28,12,15,0.444,3.45,29,29,0,7,2,0,208.2,188,89,80,16,61,1,149,9,2,5,866,116,3.56,1.193,8.1,0.7,2.6,6.4,2.44,Right,No
2,1993,SP,Frank Tanana,39,7,15,0.318,4.48,29,29,0,0,0,0,183.0,198,100,91,26,48,7,104,9,2,7,784,90,4.63,1.344,9.7,1.3,2.4,5.1,2.17,Left,No
3,1993,SP,Eric Hillman,27,2,9,0.182,3.97,27,22,1,3,1,0,145.0,173,83,64,12,24,2,60,4,1,0,627,101,3.82,1.359,10.7,0.7,1.5,3.7,2.5,Left,No
4,1993,SP,Bret Saberhagen,29,7,7,0.5,3.29,19,19,0,4,1,0,139.1,131,55,51,11,17,4,93,3,2,2,556,122,3.11,1.062,8.5,0.7,1.1,6.0,5.47,Right,No
5,1993,SP,Sid Fernandez,30,5,6,0.455,2.93,18,18,0,1,1,0,119.2,82,42,39,17,36,0,81,3,0,2,469,137,4.46,0.986,6.2,1.3,2.7,6.1,2.25,Left,No
6,1993,CL,John Franco,32,4,3,0.571,5.2,35,0,30,0,0,10,36.1,46,24,21,6,19,3,29,1,0,5,172,78,5.19,1.789,11.4,1.5,4.7,7.2,1.53,Left,No
7,1993,RP,Pete Schourek,24,5,12,0.294,5.96,41,18,6,0,0,0,128.1,168,90,85,13,45,7,72,3,2,1,586,67,4.3,1.66,11.8,0.9,3.2,5.0,1.6,Left,No
8,1993,RP,Anthony Young,27,1,16,0.059,3.77,39,10,19,1,0,3,100.1,103,62,42,8,42,9,62,1,2,0,445,107,4.07,1.445,9.2,0.7,3.8,5.6,1.48,Right,No
9,1993,RP,Jeff Innis,30,2,3,0.4,4.11,67,0,30,0,0,3,76.2,81,39,35,5,38,12,36,6,1,3,345,98,4.62,1.552,9.5,0.6,4.5,4.2,0.95,Right,No
10,1993,RP,Mike Maddux,31,3,8,0.273,3.6,58,0,31,0,0,5,75.0,67,34,30,3,27,7,57,4,1,4,320,112,3.23,1.253,8.0,0.4,3.2,6.8,2.11,Right,No
11,1993,,Dave Telgheder,26,6,2,0.75,4.76,24,7,7,0,0,0,75.2,82,40,40,10,21,2,35,4,0,1,325,85,4.77,1.361,9.8,1.2,2.5,4.2,1.67,Right,No
12,1993,,Bobby Jones,23,2,4,0.333,3.65,9,9,0,0,0,0,61.2,61,35,25,6,22,3,35,2,0,1,265,110,4.29,1.346,8.9,0.9,3.2,5.1,1.59,Right,No
13,1993,,Mike Draper,26,1,1,0.5,4.25,29,1,11,0,0,0,42.1,53,22,20,2,14,3,16,0,1,0,184,95,3.84,1.583,11.3,0.4,3.0,3.4,1.14,Right,No
14,1993,,Mauro Gozzo,27,0,1,0.0,2.57,10,0,5,0,0,1,14.0,11,5,4,1,5,1,6,0,0,0,57,160,4.13,1.143,7.1,0.6,3.2,3.9,1.2,Right,No
15,1993,,Josias Manzanillo,25,0,0,0.0,3.0,6,0,2,0,0,0,12.0,8,7,4,1,9,0,11,0,0,0,54,138,4.49,1.417,6.0,0.8,6.8,8.3,1.22,Right,No
16,1993,,Paul Gibson,33,1,1,0.5,5.19,8,0,1,0,0,0,8.2,14,6,5,1,2,0,12,0,0,1,42,81,2.41,1.846,14.5,1.0,2.1,12.5,6.0,Left,No
17,1993,,Mickey Weston,32,0,0,0.0,7.94,4,0,0,0,0,0,5.2,11,5,5,0,1,0,2,1,0,0,30,54,3.34,2.118,17.5,0.0,1.6,3.2,2.0,Right,No
18,1993,,Jeff Kaiser,32,0,0,0.0,11.57,6,0,2,0,0,0,4.2,6,6,6,1,3,0,5,0,0,0,21,37,5.56,1.929,11.6,1.9,5.8,9.6,1.67,Left,No
19,1993,,Kenny Greer,26,1,0,1.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,0,-1.01,0.0,0.0,0.0,0.0,18.0,0.0,Right,No
1,1992,SP,Sid Fernandez,29,14,11,0.56,2.73,32,32,0,5,2,0,214.2,162,67,65,12,67,4,193,4,0,0,865,129,2.7,1.067,6.8,0.5,2.8,8.1,2.88,Left,No
2,1992,SP,Dwight Gooden,27,10,13,0.435,3.67,31,31,0,3,0,0,206.0,197,93,84,11,70,7,145,3,1,3,863,96,3.13,1.296,8.6,0.5,3.1,6.3,2.07,Right,No
3,1992,SP,David Cone,29,13,7,0.65,2.88,27,27,0,7,5,0,196.2,162,75,63,12,82,5,214,9,1,9,831,122,2.79,1.241,7.4,0.5,3.8,9.8,2.61,Right,No
4,1992,SP,Pete Schourek,23,6,8,0.429,3.64,22,21,0,0,0,0,136.0,137,60,55,9,44,6,60,2,2,4,578,97,3.78,1.331,9.1,0.6,2.9,4.0,1.36,Left,No
5,1992,SP,Bret Saberhagen,28,3,5,0.375,3.5,17,15,0,1,1,0,97.2,84,39,38,6,27,1,81,4,2,1,397,101,2.88,1.137,7.7,0.6,2.5,7.5,3.0,Right,No
6,1992,CL,Anthony Young,26,2,14,0.125,4.17,52,13,26,1,0,15,121.0,134,66,56,8,31,5,64,1,1,3,517,85,3.38,1.364,10.0,0.6,2.3,4.8,2.06,Right,No
7,1992,RP,Wally Whitehurst,28,3,9,0.25,3.62,44,11,7,0,0,0,97.0,99,45,39,4,33,5,70,4,1,2,421,97,3.02,1.361,9.2,0.4,3.1,6.5,2.12,Right,No
8,1992,RP,Jeff Innis,29,6,9,0.4,2.86,76,0,28,0,0,1,88.0,85,32,28,4,36,4,39,6,0,1,373,123,3.92,1.375,8.7,0.4,3.7,4.0,1.08,Right,No
9,1992,RP,Paul Gibson,32,0,1,0.0,5.23,43,1,12,0,0,0,62.0,70,37,36,7,25,0,49,0,0,1,273,68,3.88,1.532,10.2,1.0,3.6,7.1,1.96,Left,No
10,1992,RP,Lee Guetterman,33,3,4,0.429,5.82,43,0,15,0,0,2,43.1,57,28,28,5,14,5,15,1,0,3,196,61,4.63,1.638,11.8,1.0,2.9,3.1,1.07,Left,No
11,1992,,Eric Hillman,26,2,2,0.5,5.33,11,8,2,0,0,0,52.1,67,31,31,9,10,2,16,2,0,1,227,66,5.1,1.471,11.5,1.5,1.7,2.8,1.6,Left,No
12,1992,,Mark Dewey,27,1,0,1.0,4.32,20,0,6,0,0,0,33.1,37,16,16,2,10,2,24,0,1,0,143,82,3.02,1.41,10.0,0.5,2.7,6.5,2.4,Right,No
13,1992,,John Franco,31,6,2,0.75,1.64,31,0,30,0,0,15,33.0,24,6,6,1,11,2,20,0,0,0,128,217,2.96,1.061,6.5,0.3,3.0,5.5,1.82,Left,No
14,1992,,Tom Filer,35,0,1,0.0,2.05,9,1,1,0,0,0,22.0,18,8,5,2,6,2,9,0,0,1,88,175,3.96,1.091,7.4,0.8,2.5,3.7,1.5,Right,No
15,1992,,Tim Burke,33,1,2,0.333,5.74,15,0,9,0,0,0,15.2,26,15,10,1,3,0,7,0,0,2,76,63,3.29,1.851,14.9,0.6,1.7,4.0,2.33,Right,No
16,1992,,Barry Jones,29,2,0,1.0,9.39,17,0,7,0,0,1,15.1,20,16,16,0,11,3,11,0,0,1,76,38,3.5,2.022,11.7,0.0,6.5,6.5,1.0,Right,No
17,1992,,Mike Birkbeck,31,0,1,0.0,9.0,1,1,0,0,0,0,7.0,12,7,7,3,1,1,2,0,0,1,33,41,8.21,1.857,15.4,3.9,1.3,2.6,2.0,Right,No
18,1992,,Joe Vitko,22,0,1,0.0,13.5,3,1,1,0,0,0,4.2,12,11,7,1,1,0,6,0,0,1,29,28,3.64,2.786,23.1,1.9,1.9,11.6,6.0,Right,No
19,1992,,Bill Pecota,32,0,0,0.0,9.0,1,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,4,56,15.78,1.0,9.0,9.0,0.0,0.0,0.0,Right,No
1,1991,SP,David Cone,28,14,14,0.5,3.29,34,34,0,5,2,0,232.2,204,95,85,13,73,2,241,5,1,17,966,111,2.52,1.191,7.9,0.5,2.8,9.3,3.3,Right,No
2,1991,SP,Frank Viola,31,13,15,0.464,3.97,35,35,0,3,0,0,231.1,259,112,102,25,54,4,132,1,1,6,980,92,3.83,1.353,10.1,1.0,2.1,5.1,2.44,Left,No
3,1991,SP,Dwight Gooden,26,13,7,0.65,3.6,27,27,0,3,1,0,190.0,185,80,76,12,56,2,150,3,2,5,789,102,3.03,1.268,8.8,0.6,2.7,7.1,2.68,Right,No
4,1991,SP,Wally Whitehurst,27,7,12,0.368,4.19,36,20,6,0,0,1,133.1,142,67,62,12,25,3,87,4,4,3,556,88,3.37,1.253,9.6,0.8,1.7,5.9,3.48,Right,No
5,1991,SP,Ron Darling,30,5,6,0.455,3.87,17,17,0,0,0,0,102.1,96,50,44,9,28,1,58,6,4,9,427,95,3.86,1.212,8.4,0.8,2.5,5.1,2.07,Right,No
6,1991,CL,John Franco,30,5,9,0.357,2.93,52,0,48,0,0,30,55.1,61,27,18,2,18,4,45,1,0,6,247,126,2.73,1.428,9.9,0.3,2.9,7.3,2.5,Left,No
7,1991,RP,Pete Schourek,22,5,4,0.556,4.27,35,8,7,1,1,2,86.1,82,49,41,7,43,4,67,2,0,1,385,86,3.92,1.448,8.5,0.7,4.5,7.0,1.56,Left,No
8,1991,RP,Jeff Innis,28,0,2,0.0,2.66,69,0,29,0,0,0,84.2,66,30,25,2,23,6,47,0,0,4,336,138,2.87,1.051,7.0,0.2,2.4,5.0,2.04,Right,No
9,1991,RP,Alejandro Pena,32,6,1,0.857,2.71,44,0,24,0,0,4,63.0,63,20,19,5,19,4,49,0,2,1,261,135,3.24,1.302,9.0,0.7,2.7,7.0,2.58,Right,No
10,1991,RP,Doug Simons,24,2,3,0.4,5.19,42,1,11,0,0,1,60.2,55,40,35,5,19,5,38,2,0,3,258,71,3.71,1.22,8.2,0.7,2.8,5.6,2.0,Left,No
11,1991,,Tim Burke,32,3,3,0.5,2.75,35,0,15,0,0,1,55.2,55,22,17,5,12,2,34,0,0,2,231,134,3.45,1.204,8.9,0.8,1.9,5.5,2.83,Right,No
12,1991,,Anthony Young,25,2,5,0.286,3.1,10,8,2,0,0,0,49.1,48,20,17,4,12,1,20,1,0,1,202,119,3.89,1.216,8.8,0.7,2.2,3.6,1.67,Right,No
13,1991,,Sid Fernandez,28,1,3,0.25,2.86,8,8,0,0,0,0,44.0,36,18,14,4,9,0,31,0,0,0,177,129,3.24,1.023,7.4,0.8,1.8,6.3,3.44,Left,No
14,1991,,Tony Castillo,28,1,0,1.0,1.9,10,3,1,0,0,0,23.2,27,7,5,1,6,1,10,0,0,0,104,195,3.32,1.394,10.3,0.4,2.3,3.8,1.67,Left,No
15,1991,,Terry Bross,25,0,0,0.0,1.8,8,0,4,0,0,0,10.0,7,2,2,1,3,0,5,0,0,0,39,211,4.06,1.0,6.3,0.9,2.7,4.5,1.67,Right,No
16,1991,,Blaine Beatty,27,0,0,0.0,2.79,5,0,1,0,0,0,9.2,9,3,3,0,4,1,7,0,0,1,42,136,2.65,1.345,8.4,0.0,3.7,6.5,1.75,Left,No
17,1991,,Rich Sauveur,27,0,0,0.0,10.8,6,0,0,0,0,0,3.1,7,4,4,1,2,0,4,0,0,0,19,38,6.16,2.7,18.9,2.7,5.4,10.8,2.0,Left,No
18,1991,,Julio Valera,22,0,0,0.0,0.0,2,0,1,0,0,0,2.0,1,0,0,0,4,1,3,0,0,0,11,0,5.86,2.5,4.5,0.0,18.0,13.5,0.75,Right,No
1,1990,SP,Frank Viola,30,20,12,0.625,2.67,35,35,0,7,3,0,249.2,227,83,74,15,60,2,182,2,0,11,1016,141,2.88,1.15,8.2,0.5,2.2,6.6,3.03,Left,No
2,1990,SP,Dwight Gooden,25,19,7,0.731,3.83,34,34,0,2,1,0,232.2,229,106,99,10,70,3,223,7,3,6,983,98,2.44,1.285,8.9,0.4,2.7,8.6,3.19,Right,No
3,1990,SP,David Cone,27,14,10,0.583,3.23,31,30,1,6,2,0,211.2,177,84,76,21,65,1,233,1,4,10,860,117,2.83,1.143,7.5,0.9,2.8,9.9,3.58,Right,No
4,1990,SP,Sid Fernandez,27,9,14,0.391,3.46,30,30,0,2,1,0,179.1,130,79,69,18,67,4,181,5,0,1,735,109,3.3,1.099,6.5,0.9,3.4,9.1,2.7,Left,No
5,1990,SP,Ron Darling,29,7,9,0.438,4.5,33,18,3,1,0,0,126.0,135,73,63,20,44,4,99,5,1,5,554,84,4.47,1.421,9.6,1.4,3.1,7.1,2.25,Right,No
6,1990,CL,John Franco,29,5,3,0.625,2.53,55,0,48,0,0,33,67.2,66,22,19,4,21,2,56,0,2,7,287,150,2.85,1.286,8.8,0.5,2.8,7.4,2.67,Left,No
7,1990,RP,Bob Ojeda,32,7,6,0.538,3.66,38,12,9,0,0,0,118.0,123,53,48,10,40,4,62,2,3,2,500,103,3.93,1.381,9.4,0.8,3.1,4.7,1.55,Left,No
8,1990,RP,Alejandro Pena,31,3,3,0.5,3.2,52,0,32,0,0,5,76.0,71,31,27,4,22,5,76,1,0,0,320,118,2.4,1.224,8.4,0.5,2.6,9.0,3.45,Right,No
9,1990,RP,Wally Whitehurst,26,1,0,1.0,3.29,38,0,16,0,0,2,65.2,63,27,24,5,9,2,46,0,0,2,263,115,2.81,1.096,8.6,0.7,1.2,6.3,5.11,Right,No
10,1990,RP,Jeff Musselman,27,0,2,0.0,5.63,28,0,5,0,0,0,32.0,40,22,20,3,11,1,14,1,0,3,144,68,4.28,1.594,11.3,0.8,3.1,3.9,1.27,Left,No
11,1990,,Julio Machado,24,4,1,0.8,3.15,27,0,14,0,0,0,34.1,32,13,12,4,17,4,27,2,0,3,151,121,4.41,1.427,8.4,1.0,4.5,7.1,1.59,Right,No
12,1990,,Jeff Innis,27,1,3,0.25,2.39,18,0,12,0,0,1,26.1,19,9,7,4,10,3,12,1,1,1,104,160,5.12,1.101,6.5,1.4,3.4,4.1,1.2,Right,No
